

Expanded question: ' What faction of Liberal Party Peter Dutton leads?'
Question: What faction of Liberal Party Peter Dutton leads?
9.070777893066406	Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	<--Peter Dutton is aligned with the "National Right" faction of the Liberal Party, which he leads.	N/A	Q_4597_0
1.964490532875061	It was a Liberal Party revolt over the latest iteration of this policy that ostensibly sparked the Peter Dutton challenge.	<--It was a Liberal Party revolt over the latest iteration of this policy that ostensibly sparked the Peter Dutton challenge.	news_1296246_6	Q_4597_0
1.9402800798416138	Mr. Dutton, who is considered a hard-liner, led the campaign against Mr. Turnbull.	<--Mr. Dutton, who is considered a hard-liner, led the campaign against Mr. Turnbull.	news_1299156_8	Q_4597_0
1.93534517288208	Cormann, the finance minister, had publicly stated his support for Turnbull on Wednesday, but on Thursday said Dutton should lead the government.	<--Cormann, the finance minister, had publicly stated his support for Turnbull on Wednesday, but on Thursday said Dutton should lead the government.	news_1295788_4	Q_4597_0
1.93534517288208	Cormann, the finance minister, had publicly stated his support for Turnbull on Wednesday, but on Thursday said Dutton should lead the government.	<--Cormann, the finance minister, had publicly stated his support for Turnbull on Wednesday, but on Thursday said Dutton should lead the government.	news_1295719_7	Q_4597_0
1.9282152652740479	Mr Dutton's supporters argue he will shore up support in Queensland, where nine Liberal National Party (LNP) MPs are on margins of 7 per cent or less.	<--Mr Dutton's supporters argue he will shore up support in Queensland, where nine Liberal National Party (LNP) MPs are on margins of 7 per cent or less.	news_1296174_35	Q_4597_0
1.9084339141845703	The clarification strengthens his case to lead the Liberal Party.	<--The clarification strengthens his case to lead the Liberal Party.	news_1297916_2	Q_4597_0
1.8832489252090454	(AAP: Daniel Munoz) Sussan Ley is a moderate Liberal but was one of those supporting the shift to Peter Dutton last week.	<--(AAP: Daniel Munoz) Sussan Ley is a moderate Liberal but was one of those supporting the shift to Peter Dutton last week.	news_1301522_82	Q_4597_0
1.8832488059997559	(AAP: Daniel Munoz) Sussan Ley is a moderate Liberal but was one of those supporting the shift to Peter Dutton last week.	<--(AAP: Daniel Munoz) Sussan Ley is a moderate Liberal but was one of those supporting the shift to Peter Dutton last week.	news_1301493_82	Q_4597_0
1.8772013187408447	He hadn't anticipated that as many as 35 Liberals in a party room of 84 should, in effect, cast a vote of no confidence in his leadership in favour of Mr Dutton.	<--He hadn't anticipated that as many as 35 Liberals in a party room of 84 should, in effect, cast a vote of no confidence in his leadership in favour of Mr Dutton.	news_1343112_53	Q_4597_0
1.8641507625579834	Mr. Dutton rallied the party s conservative wing against Mr. Turnbull, only to fail when the votes were counted.	<--Mr. Dutton rallied the party s conservative wing against Mr. Turnbull, only to fail when the votes were counted.	news_1299156_12	Q_4597_0
1.8330082893371582	Sergio M "I think Peter Dutton would make a good prime minster for the Liberal Party as he represents more of their core values, unlike Malcom who didn't really have a clear stance on most issues."	<--Sergio M "I think Peter Dutton would make a good prime minster for the Liberal Party as he represents more of their core values, unlike Malcom who didn't really have a clear stance on most issues."	news_1296245_41	Q_4597_0
1.8112049102783203	In June 2017, Turnbull-loyalist Christopher Pyne, who had served as Abbott's Leader in the House of Representatives, told Liberals he had always backed Turnbull and that most senior cabinet ministers were in his left faction, leading ousted Prime Minister Abbott to say the comments were a "confession" Pyne had plotted against him.	<--In June 2017, Turnbull-loyalist Christopher Pyne, who had served as Abbott's Leader in the House of Representatives, told Liberals he had always backed Turnbull and that most senior cabinet ministers were in his left faction, leading ousted Prime Minister Abbott to say the comments were a "confession" Pyne had plotted against him.	wiki_881937_20	Q_4597_0
1.8066885471343994	Australian Prime Minister Malcolm Turnbull won Tuesday's vote (CNN) Former Australian Home Affairs Minister Peter Dutton announced Thursday he will again challenge the country's Prime Minister Malcolm Turnbull as party leader, the second such move in three days.	<--Australian Prime Minister Malcolm Turnbull won Tuesday's vote (CNN) Former Australian Home Affairs Minister Peter Dutton announced Thursday he will again challenge the country's Prime Minister Malcolm Turnbull as party leader, the second such move in three days.	news_1295791_2	Q_4597_0
1.7869043350219727	Mr. Dutton rallied the party s conservative wing against him.	<--Mr. Dutton rallied the party s conservative wing against him.	news_1298147_8	Q_4597_0
1.7822160720825195	Mr Morrison, the current treasurer, won an internal ballot 45-40 over former Home Affairs Minister Peter Dutton, said Liberal Party whip Nola Marino.	<--Mr Morrison, the current treasurer, won an internal ballot 45-40 over former Home Affairs Minister Peter Dutton, said Liberal Party whip Nola Marino.	news_1298110_3	Q_4597_0
+++++


Expanded question: 'Liberal Party Peter Dutton "National Right" What seat ran for in 1989?'
Question: What seat ran for in 1989?
5.7369818687438965	At the 1989 Queensland state election, the 19-year-old Peter Dutton ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.	<--At the 1989 Queensland state election, the 19-year-old Peter Dutton ran unsuccessfully as the Liberal candidate against Tom Burns, a former state Labor leader, in the safe Labor seat of Lytton.	N/A	Q_4597_1
6.1556806564331055	In 1989 he ran unsuccessfully as the Liberal candidate against Labor MP Tom Burns in the eastern Brisbane state seat of Lytton.	<--In 1989 he ran unsuccessfully as the Liberal candidate against Labor MP Tom Burns in the eastern Brisbane state seat of Lytton.	wiki_2165556_11	Q_4597_1
5.985187530517578	In 1989 Dutton unsuccessfully ran in the Queensland state election against the popular Labor MP Tom Burns in the east Brisbane seat of Lytton.	<--In 1989 Dutton unsuccessfully ran in the Queensland state election against the popular Labor MP Tom Burns in the east Brisbane seat of Lytton.	wiki_2165556_117	Q_4597_1
5.697443962097168	With the abolition of his seat at the 1989 election, he nominated for Liberal preselection for a winnable seat in the South West region, but failed in his bid, and exited from political life at the election.	<--With the abolition of his seat at the 1989 election, he nominated for Liberal preselection for a winnable seat in the South West region, but failed in his bid, and exited from political life at the election.	wiki_2741990_20	Q_4597_1
5.435781955718994	Such was first elected as a Liberal MP for the seat of Fisher at the 1989 election, defeating Labor MP Philip Tyler with a 3.1 percent two-party margin from a 4.2 percent two-party swing, and went on to increase his margins.	<--Such was first elected as a Liberal MP for the seat of Fisher at the 1989 election, defeating Labor MP Philip Tyler with a 3.1 percent two-party margin from a 4.2 percent two-party swing, and went on to increase his margins.	wiki_4909084_16	Q_4597_1
4.515364646911621	He was elected to Parliament in 1989 after winning the seat of South Coast.	<--He was elected to Parliament in 1989 after winning the seat of South Coast.	wiki_5058823_3	Q_4597_1
4.433833599090576	Dionne easily held her seat in the 1989 Quebec general election winning well over half the popular vote.	<--Dionne easily held her seat in the 1989 Quebec general election winning well over half the popular vote.	wiki_5176333_5	Q_4597_1
4.1734619140625	It first entered Parliament in 1989 when Deborah Grey won a by-election in a rural Alberta riding, more than tripling her vote total from the 1988 general election.	<--It first entered Parliament in 1989 when Deborah Grey won a by-election in a rural Alberta riding, more than tripling her vote total from the 1988 general election.	wiki_5103080_12	Q_4597_1
4.035856246948242	The party first came to prominence in the 1989 general election, when it won four seats on Montreal Island in the National Assembly with 3.7% of the popular vote.	<--The party first came to prominence in the 1989 general election, when it won four seats on Montreal Island in the National Assembly with 3.7% of the popular vote.	wiki_700682_10	Q_4597_1
3.776275634765625	In the 1989 Queensland state election, Springborg became the youngest person elected to the Parliament of Queensland, winning the safe Nationals seat of Carnarvon, on the Darling Downs.	<--In the 1989 Queensland state election, Springborg became the youngest person elected to the Parliament of Queensland, winning the safe Nationals seat of Carnarvon, on the Darling Downs.	wiki_3839650_15	Q_4597_1
