

Expanded question: ' What position Steve Bullock had worked in 1996?'
Question: What position Steve Bullock had worked in 1996?
8.243512153625488	In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	<--In 1996, Steve Bullock served as chief legal counsel to Montana Secretary of State Mike Cooney.	N/A	Q_6437_0
7.916271686553955	His running mate was Richard Campagna who secured the vice presidential nod at the party's Atlanta convention with a landslide victory.	<--His running mate was Richard Campagna who secured the vice presidential nod at the party's Atlanta convention with a landslide victory.	wiki_1080866_55	Q_6437_1
7.803410530090332	His running mate was John Bohlinger, a Republican state senator.	<--His running mate was John Bohlinger, a Republican state senator.	wiki_4544421_30	Q_6437_1
7.657212257385254	Attorney Darrell Castle was selected as his running mate.	<--Attorney Darrell Castle was selected as his running mate.	wiki_313574_4	Q_6437_1
7.6175856590271	Muriel Tillinghast was his running mate in New York."	<--Muriel Tillinghast was his running mate in New York."	wiki_3803086_145	Q_6437_1
7.612827777862549	After Republican presidential nominee Donald Trump named Mike Pence as his running mate on July 15, Kaine and Vilsack emerged as the top two contenders, although other individuals such as Perez remained in contention.	<--After Republican presidential nominee Donald Trump named Mike Pence as his running mate on July 15, Kaine and Vilsack emerged as the top two contenders, although other individuals such as Perez remained in contention.	wiki_851312_19	Q_6437_1
7.600104808807373	His running mate was Ohio State Auditor Mary Taylor.	<--His running mate was Ohio State Auditor Mary Taylor.	wiki_1536637_14	Q_6437_1
7.511177062988281	Brown's running mate was businessman, and future U.S. Representative and U.S. Senator, Steve Daines.	<--Brown's running mate was businessman, and future U.S. Representative and U.S. Senator, Steve Daines.	wiki_2510344_4	Q_6437_1
7.49924898147583	Cruz was the first major party presidential candidate to name a running mate while not being the frontrunner for the presidential nomination since Ronald Reagan chose Senator Richard Schweiker of Pennsylvania as his running mate of choice prior to the 1976 Republican National Convention.	<--Cruz was the first major party presidential candidate to name a running mate while not being the frontrunner for the presidential nomination since Ronald Reagan chose Senator Richard Schweiker of Pennsylvania as his running mate of choice prior to the 1976 Republican National Convention.	wiki_851311_11	Q_6437_1
7.455718517303467	In March 2012, Attorney General and presumptive Democratic gubernatorial nominee Steve Bullock selected Walsh to be his running mate.	<--In March 2012, Attorney General and presumptive Democratic gubernatorial nominee Steve Bullock selected Walsh to be his running mate.	wiki_3529936_42	Q_6437_1
7.446580410003662	His running-mate was Andre Marrou, a former member of the Alaska legislature; the ticket was thus one of the few "third-party" tickets in American history to have former office-holders in both slots.	<--His running-mate was Andre Marrou, a former member of the Alaska legislature; the ticket was thus one of the few "third-party" tickets in American history to have former office-holders in both slots.	wiki_1080866_32	Q_6437_1
7.403195858001709	Madelyn Hoffman was his running mate in New Jersey.	<--Madelyn Hoffman was his running mate in New Jersey.	wiki_3803086_144	Q_6437_1
7.346261024475098	On July 22, Clinton announced via Twitter that she had chosen Tim Kaine as her running mate.	<--On July 22, Clinton announced via Twitter that she had chosen Tim Kaine as her running mate.	wiki_851312_21	Q_6437_1
7.12935209274292	His running mate was Yvette McGee Brown, the founding president of the Center for Child and Family Advocacy at Nationwide Children's Hospital, and former Judge of the Franklin County Court of Common Pleas.	<--His running mate was Yvette McGee Brown, the founding president of the Center for Child and Family Advocacy at Nationwide Children's Hospital, and former Judge of the Franklin County Court of Common Pleas.	wiki_1536637_12	Q_6437_1
7.034501552581787	He chose State Senator Jon Sonju as his running mate.	<--He chose State Senator Jon Sonju as his running mate.	wiki_2369031_28	Q_6437_1
6.883713722229004	His running mate, Judy Jacobson, continued unsuccessfully with his campaign.	<--His running mate, Judy Jacobson, continued unsuccessfully with his campaign.	wiki_5334565_6	Q_6437_1
6.838233947753906	Anne Goeke was Nader's running mate in Iowa and Vermont.	<--Anne Goeke was Nader's running mate in Iowa and Vermont.	wiki_3803086_143	Q_6437_1
6.799119472503662	For one, Donald Trump had selected Indiana governor Mike Pence as his running mate, effectively eliminating any chance that Clinton could repeat Obama's surprise upset win in the state over John McCain eight years prior.	<--For one, Donald Trump had selected Indiana governor Mike Pence as his running mate, effectively eliminating any chance that Clinton could repeat Obama's surprise upset win in the state over John McCain eight years prior.	wiki_4780797_13	Q_6437_1
6.733713626861572	Tom Ognibene, former minority leader of the New York City Council, has been chosen as Paladino's running mate.	<--Tom Ognibene, former minority leader of the New York City Council, has been chosen as Paladino's running mate.	wiki_57846_107	Q_6437_1
6.7210493087768555	Businessman Donald Trump of New York, the 2016 Republican nominee for President of the United States, considered several prominent Republicans and other individuals before selecting Governor Mike Pence of Indiana as his running mate on July 15, 2016.	<--Businessman Donald Trump of New York, the 2016 Republican nominee for President of the United States, considered several prominent Republicans and other individuals before selecting Governor Mike Pence of Indiana as his running mate on July 15, 2016.	wiki_851311_1	Q_6437_1
6.677644729614258	His running mate is Senate President Ralph Torres (R-Saipan).	<--His running mate is Senate President Ralph Torres (R-Saipan).	wiki_1159362_145	Q_6437_1
6.638110637664795	After Rick Lazio announced that Greg Edwards would be his running mate, Myers Mermel, a New York City real estate developer and ally of Mike Huckabee who had been running a renegade campaign for lieutenant governor, stated that he no longer would seek to be lieutenant governor under Lazio or Steve Levy.	<--After Rick Lazio announced that Greg Edwards would be his running mate, Myers Mermel, a New York City real estate developer and ally of Mike Huckabee who had been running a renegade campaign for lieutenant governor, stated that he no longer would seek to be lieutenant governor under Lazio or Steve Levy.	wiki_57846_48	Q_6437_1
6.629671573638916	At Baldwin's request, the delegates then chose attorney Darrell Castle of Tennessee as his running mate.	<--At Baldwin's request, the delegates then chose attorney Darrell Castle of Tennessee as his running mate.	wiki_313574_36	Q_6437_1
6.619969367980957	John Walsh, Bullock̢  s running mate, is the former Adjutant General of the Montana National Guard.	<--John Walsh, Bullock̢  s running mate, is the former Adjutant General of the Montana National Guard.	wiki_1292280_47	Q_6437_1
6.596501350402832	When Governor Sarah Palin of Alaska was announced as McCain's running mate in late August, however, McCain took a double-digit lead in the state that lasted until the middle of October, when polling once again showed the two candidates within striking distance of each other in the state.	<--When Governor Sarah Palin of Alaska was announced as McCain's running mate in late August, however, McCain took a double-digit lead in the state that lasted until the middle of October, when polling once again showed the two candidates within striking distance of each other in the state.	wiki_3005505_13	Q_6437_1
6.555093765258789	In 1992, Andre Marrou, a Libertarian elected to the Alaska state legislature and Ron Paul's running mate in 1988, led the ticket, with attorney Nancy Lord as his Vice Presidential (VP) running mate.	<--In 1992, Andre Marrou, a Libertarian elected to the Alaska state legislature and Ron Paul's running mate in 1988, led the ticket, with attorney Nancy Lord as his Vice Presidential (VP) running mate.	wiki_1080866_34	Q_6437_1
6.5390095710754395	However, in that announcement, he stated that then-Louisville mayor Jerry Abramson would be his running mate in 2011 because current Lt. Governor Daniel Mongiardo had chosen to run for the U.S. Senate in 2010.	<--However, in that announcement, he stated that then-Louisville mayor Jerry Abramson would be his running mate in 2011 because current Lt. Governor Daniel Mongiardo had chosen to run for the U.S. Senate in 2010.	wiki_2974988_5	Q_6437_1
6.524734973907471	Its running mate since 1952 was the "Mainstreeter", which operated on a slower schedule with fewer amenities.	<--Its running mate since 1952 was the "Mainstreeter", which operated on a slower schedule with fewer amenities.	wiki_3508336_9	Q_6437_1
6.524590969085693	His running mate is former Governor of Massachusetts Bill Weld.	<--His running mate is former Governor of Massachusetts Bill Weld.	wiki_1080866_78	Q_6437_1
6.474948883056641	Reluctantly, his little known running mate, Judy Jacobson continued the drive but had little time to launch her own campaign.	<--Reluctantly, his little known running mate, Judy Jacobson continued the drive but had little time to launch her own campaign.	wiki_707548_50	Q_6437_1
6.465943336486816	In early July, Corker and Ernst both declined to be considered as Trump's running mate.	<--In early July, Corker and Ernst both declined to be considered as Trump's running mate.	wiki_851311_20	Q_6437_1
