

Expanded question: ' When did Trader Joe's open its first store?'
Question: When did Trader Joe's open its first store?
10.47512435913086	The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	<--The first Trader Joe's store was opened in 1967 by founder Joe Coulombe in Pasadena, California.	N/A	Q_3358_0
3.853461265563965	Expanding continued and more generating capacity was expanded and the city then offered power to commercial customers in 1908, and bought out Southern California Edison's Pasadena operations in 1920.	<--Expanding continued and more generating capacity was expanded and the city then offered power to commercial customers in 1908, and bought out Southern California Edison's Pasadena operations in 1920.	wiki_2039793_345	Q_3358_1
3.5048046112060547	The story ultimately resulted in an official apology from former Pasadena Mayor Bill Bogaard and an offer from Tournament of Roses Association executive director Bill Flynn for Williams to ride in the 2015 Rose Parade, which she did.	<--The story ultimately resulted in an official apology from former Pasadena Mayor Bill Bogaard and an offer from Tournament of Roses Association executive director Bill Flynn for Williams to ride in the 2015 Rose Parade, which she did.	wiki_3280194_34	Q_3358_1
3.0657880306243896	The Armory Center for the Arts is a non-profit community arts organization that offers arts education programs and contemporary art exhibitions in Pasadena, California, United States.	<--The Armory Center for the Arts is a non-profit community arts organization that offers arts education programs and contemporary art exhibitions in Pasadena, California, United States.	wiki_2437117_0	Q_3358_1
3.0411415100097656	For similar reasons, the Texas campus was shuttered in 1977, and all students who wished to were offered the opportunity to transfer to the original campus in Pasadena, California.	<--For similar reasons, the Texas campus was shuttered in 1977, and all students who wished to were offered the opportunity to transfer to the original campus in Pasadena, California.	wiki_3832030_36	Q_3358_1
2.912292242050171	The school offers the Le Cordon Bleu accreditation and has two campuses in Pasadena.	<--The school offers the Le Cordon Bleu accreditation and has two campuses in Pasadena.	wiki_2039793_269	Q_3358_1
2.59863018989563	Pasadena has a diverse sports programs including baseball, basketball, cross country, track, football, soccer, volleyball, golf, tennis, aquatics (swimming, diving, finswimming, open water) and softball.	<--Pasadena has a diverse sports programs including baseball, basketball, cross country, track, football, soccer, volleyball, golf, tennis, aquatics (swimming, diving, finswimming, open water) and softball.	wiki_5074675_11	Q_3358_1
2.453284740447998	Next, State Senator Delos Arnold, a prominent Pasadenan, recommended Lukens and by May 1, 1900, Lukens was offered the honorary position of Collaborater at $300 a year.	<--Next, State Senator Delos Arnold, a prominent Pasadenan, recommended Lukens and by May 1, 1900, Lukens was offered the honorary position of Collaborater at $300 a year.	wiki_1066175_74	Q_3358_1
2.403095245361328	According to the City's 2012 Comprehensive Annual Financial Report, the top employers in the city are: Other companies based in Pasadena include Avery Dennison, Cogent Systems, Idealab, Inter-Con Security, Goldstar Events, Jacobs Engineering Group, Green Dot Corporation, Tetra Tech, Wesco Financial, OpenX, and Wetzel's Pretzels.	<--According to the City's 2012 Comprehensive Annual Financial Report, the top employers in the city are: Other companies based in Pasadena include Avery Dennison, Cogent Systems, Idealab, Inter-Con Security, Goldstar Events, Jacobs Engineering Group, Green Dot Corporation, Tetra Tech, Wesco Financial, OpenX, and Wetzel's Pretzels.	wiki_2039793_122	Q_3358_1
2.401411294937134	Norma Coombs Alternative School began as Pasadena Alternative School (PAS), which was a cooperative venture by the University of Massachusetts Amherst and the school district, established to answer the community's desire for a school that offered a more unstructured approach to education.	<--Norma Coombs Alternative School began as Pasadena Alternative School (PAS), which was a cooperative venture by the University of Massachusetts Amherst and the school district, established to answer the community's desire for a school that offered a more unstructured approach to education.	wiki_5215520_2	Q_3358_1
2.345630168914795	In Spring of 2016, the college district approved of a new satellite campus on the grounds of John Muir High School called Pasadena City College Northwest campus (known as PCC Northwest) which offers career training programs and offering high school students opportunity in applying for college courses.	<--In Spring of 2016, the college district approved of a new satellite campus on the grounds of John Muir High School called Pasadena City College Northwest campus (known as PCC Northwest) which offers career training programs and offering high school students opportunity in applying for college courses.	wiki_3095082_93	Q_3358_1
2.3065569400787354	In 2007 the Pasadena Community Access Corporation (PCAC) created Pasadena Media to provide local individuals and/or groups use of a telecommunications technology to communicate information and ideas.	<--In 2007 the Pasadena Community Access Corporation (PCAC) created Pasadena Media to provide local individuals and/or groups use of a telecommunications technology to communicate information and ideas.	wiki_2537282_2	Q_3358_1
1.9945931434631348	He was also known as the "padre of the boulevard" because of his daily custom of walking the streets of Pasadena, offering spiritual counsel and material gifts to those in need.	<--He was also known as the "padre of the boulevard" because of his daily custom of walking the streets of Pasadena, offering spiritual counsel and material gifts to those in need.	wiki_5241919_45	Q_3358_1
1.704324722290039	In addition to its main campus in Pasadena, Pacific Oaks offers classes at instructional sites throughout the state of California.	<--In addition to its main campus in Pasadena, Pacific Oaks offers classes at instructional sites throughout the state of California.	wiki_3420651_26	Q_3358_1
1.619539499282837	They don t usually factor Pasadena s food into their plans, which is a shame, because the second-oldest city in L.A. County has more to offer than historic hauteur.	<--They don t usually factor Pasadena s food into their plans, which is a shame, because the second-oldest city in L.A. County has more to offer than historic hauteur.	news_1334550_3	Q_3358_1
1.5840766429901123	The result was a boom of private schooling available in the city, and a reduction of state funding for Pasadena public schools as enrollment was reduced.	<--The result was a boom of private schooling available in the city, and a reduction of state funding for Pasadena public schools as enrollment was reduced.	wiki_3637476_15	Q_3358_1
1.3904176950454712	Pasadena also has a community theater, an annual rodeo, and the Pasadena Philharmonic.	<--Pasadena also has a community theater, an annual rodeo, and the Pasadena Philharmonic.	wiki_643713_116	Q_3358_1
1.2441861629486084	Private elementary schools located in Pasadena include Judson International School, Mayfield Junior School, Chandler School, Polytechnic School, Westridge School, St. Andrew's Catholic Church, St. Phillip the Apostle School, and Sequoyah School.	<--Private elementary schools located in Pasadena include Judson International School, Mayfield Junior School, Chandler School, Polytechnic School, Westridge School, St. Andrew's Catholic Church, St. Phillip the Apostle School, and Sequoyah School.	wiki_2039793_281	Q_3358_1
1.228370189666748	Pasadena is also served by various bus services.	<--Pasadena is also served by various bus services.	wiki_2039793_372	Q_3358_1
0.8876582384109497	Pasadena is a part of the original Mexican land grant originally given over from Spain to Mexico, named Rancho del Rincon de San Pascual, so named because it was deeded on Easter Sunday to Eulalia Perez de GuillÃ	<--Pasadena is a part of the original Mexican land grant originally given over from Spain to Mexico, named Rancho del Rincon de San Pascual, so named because it was deeded on Easter Sunday to Eulalia Perez de GuillÃ	wiki_2575040_18	Q_3358_1
0.7469520568847656	Pasadena is the home of many leading scientific and cultural institutions, including the California Institute of Technology (Caltech), the Jet Propulsion Laboratory, the Pasadena Playhouse and the Norton Simon Museum of Art.	<--Pasadena is the home of many leading scientific and cultural institutions, including the California Institute of Technology (Caltech), the Jet Propulsion Laboratory, the Pasadena Playhouse and the Norton Simon Museum of Art.	wiki_1039631_13	Q_3358_1
0.6777850985527039	Aside from being the identified sponsor of "The World Tomorrow" radio broadcast for a time (although the costs for the broadcast were paid by the church), the college in Pasadena became locally well known for its Ambassador Auditorium worship and concert venue, which for 20 years was host to many renowned artists from classical music to jazz.	<--Aside from being the identified sponsor of "The World Tomorrow" radio broadcast for a time (although the costs for the broadcast were paid by the church), the college in Pasadena became locally well known for its Ambassador Auditorium worship and concert venue, which for 20 years was host to many renowned artists from classical music to jazz.	wiki_3832030_74	Q_3358_1
0.5917700529098511	With public exhibits, tours, lectures, seminars, and workshops, the Pasadena Museum of History promotes an appreciation of history, culture, arts and sciences relevant to Pasadena and adjoining communities.	<--With public exhibits, tours, lectures, seminars, and workshops, the Pasadena Museum of History promotes an appreciation of history, culture, arts and sciences relevant to Pasadena and adjoining communities.	wiki_3480165_3	Q_3358_1
0.5328289866447449	The Pasadena campus was later purchased by the U.S. Center for World Mission.	<--The Pasadena campus was later purchased by the U.S. Center for World Mission.	wiki_4933503_18	Q_3358_1
0.5119719505310059	Travelers come for the upscale boutiques in compact, metro-accessible Old Pasadena; the city s oak-lined boulevards and Arts and Crafts-period bungalows; and institutions such as the Norton Simon Museum, the Gamble House, and the Huntington Library in neighboring San Marino.	<--Travelers come for the upscale boutiques in compact, metro-accessible Old Pasadena; the city s oak-lined boulevards and Arts and Crafts-period bungalows; and institutions such as the Norton Simon Museum, the Gamble House, and the Huntington Library in neighboring San Marino.	news_1334550_2	Q_3358_1
